2013-11-27 01:33:42,271 [DEBUG] django.db.backends: (0.025) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = wei9icxu3b5joif5497u6w19f7fowqri  AND "django_session"."expire_date" > 2013-11-27 09:33:42.227044 ); args=('wei9icxu3b5joif5497u6w19f7fowqri', u'2013-11-27 09:33:42.227044')
2013-12-23 22:49:15,677 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 8 ; args=(8,)
2013-12-23 22:49:52,197 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 7 ; args=(7,)
2013-12-23 22:49:52,203 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 7 ; args=(7,)
2013-12-23 22:49:55,146 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 6 ; args=(6,)
2013-12-23 22:49:55,151 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 6 ; args=(6,)
2013-12-23 22:50:23,219 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 9 ; args=(9,)
2013-12-23 22:50:23,224 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 9 ; args=(9,)
2013-12-23 22:50:25,914 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 8 ; args=(8,)
2013-12-23 22:50:25,919 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 8 ; args=(8,)
2013-12-23 22:50:29,145 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 5 ; args=(5,)
2013-12-23 22:50:29,150 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 5 ; args=(5,)
2013-12-23 22:50:31,532 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 5 ; args=(5,)
2013-12-23 22:50:31,537 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 5 ; args=(5,)
2013-12-23 22:50:33,998 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 6 ; args=(6,)
2013-12-23 22:50:34,004 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 6 ; args=(6,)
2013-12-23 22:50:38,163 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 7 ; args=(7,)
2013-12-23 22:50:38,167 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 7 ; args=(7,)
2013-12-23 22:50:40,933 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 9 ; args=(9,)
2013-12-23 22:50:40,937 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 9 ; args=(9,)
2013-12-23 22:50:53,724 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 9 ; args=(9,)
2013-12-23 22:50:53,728 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 9 ; args=(9,)
2013-12-23 22:51:11,101 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 8 ; args=(8,)
2013-12-23 22:51:11,105 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 8 ; args=(8,)
2013-12-23 22:52:02,906 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 8 ; args=(8,)
2013-12-23 22:52:02,910 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 8 ; args=(8,)
2013-12-23 22:52:49,858 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 8 ; args=(8,)
2013-12-23 22:52:49,862 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 8 ; args=(8,)
2013-12-23 22:53:09,672 [DEBUG] django.db.backends: (0.000) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 8 ; args=(8,)
2013-12-23 22:53:09,676 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 8 ; args=(8,)
2013-12-23 22:53:13,066 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 6 ; args=(6,)
2013-12-23 22:53:13,071 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 6 ; args=(6,)
2013-12-23 22:53:23,263 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 6 ; args=(6,)
2013-12-23 22:53:23,267 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 6 ; args=(6,)
2013-12-23 22:53:28,426 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 6 ; args=(6,)
2013-12-23 22:53:28,431 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 6 ; args=(6,)
2013-12-23 22:53:29,627 [DEBUG] django.db.backends: (0.000) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 6 ; args=(6,)
2013-12-23 22:53:29,632 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 6 ; args=(6,)
2013-12-23 22:53:30,742 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 6 ; args=(6,)
2013-12-23 22:53:30,748 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 6 ; args=(6,)
2013-12-23 22:56:05,529 [DEBUG] django.db.backends: (0.002) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 6 ; args=(6,)
2013-12-23 22:56:05,595 [DEBUG] django.db.backends: (0.016) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 6 ; args=(6,)
2013-12-23 22:58:41,985 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 8 ; args=(8,)
2013-12-23 22:58:41,990 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 8 ; args=(8,)
2013-12-23 22:58:44,518 [DEBUG] django.db.backends: (0.001) SELECT "article_article"."id", "article_article"."title", "article_article"."body", "article_article"."pub_date", "article_article"."likes", "article_article"."thumbnail" FROM "article_article" WHERE "article_article"."id" = 9 ; args=(9,)
2013-12-23 22:58:44,524 [DEBUG] django.db.backends: (0.000) SELECT "article_comment"."id", "article_comment"."name", "article_comment"."body", "article_comment"."pub_date", "article_comment"."article_id" FROM "article_comment" WHERE "article_comment"."article_id" = 9 ; args=(9,)
